,dealer_name,tel,fax,mail,web,types,address,province,postcode
577,บริษัท เอเบิล ซาโน่ อินดัสตรีส์ (1996) จำกัด,035-350-886,035-350-886,-,-,,157 หมู่ที่ 1 นิคมอุตสาหกรรมไฮเทค ตำบลบ้านเลน  อ.บางปะอิน  จ.พระนครศรีอยุธยา    13160 ,พระนครศรีอยุธยา,13160
578,บมจ. โฮมโปรดักส์ เซ็นเตอร์ -สาขาเชียงราย,-,-,-,-,,157 หมู่ที่ 2 ตำบลท่าสาย  อ.เมืองเชียงราย  จ.เชียงราย    57000 ,เชียงราย,57000
579,บมจ. สยามโกลบอลเฮ้าส์ สาขาแพร่,-,-,-,-,,158 หมู่ที่ 2 ตำบลร่องกาศ  อ.สูงเม่น  จ.แพร่    54130 ,แพร่,54130
580,บริษัท แพนแอดเวอร์ไทซิ่ง จำกัด,022132371-2,22132373,-,-,,158/2 ถนนนางลิ้นจี่ แขวงทุ่งมหาเมฆ  เขตสาทร  จ.กรุงเทพมหานคร    10120 ,กรุงเทพมหานคร,10120
581,บริษัท สหย่งเงี๊ยบพัฒนา จำกัด,02-8063620-1,02-8063621,-,-,,159 ถนนพุทธมณฑลสาย 3 แขวงหนองค้างพลู เขตหนองแขม  จ.กรุงเทพมหานคร    10160 ,กรุงเทพมหานคร,10160
582,หจก. สี่แสนวัสดุก่อสร้าง 2009,056-621149,056-622556,-,-,,159 ถนนรัฐราษฎร์รังสรรค์ ตำบลตะพานหิน  อ.ตะพานหิน  จ.พิจิตร    66110 ,พิจิตร,66110
583,บริษัท นิปปอน เทคโน เอ็นจิเนียริ่ง จำกัด,22580365,22580366,-,-,,159/14 อาคารเสริมมิตรทาวเวอร์ ห้อง 902/2 ชั้น 9 ถนนสุขุมวิท 21 (อโศก) แขวงคลองเตย เขตวัฒนา  จ.กรุงเทพมหานคร    10110 ,กรุงเทพมหานคร,10110
584,บริษัท ดี-คอน ซัพพลาย จำกัด,038-292524-5,038-292525,-,-,,159/3 หมู่ที่ 2 ตำบลหนองอิรุณ  อ.บ้านบึง  จ.ชลบุรี    20220 ,ชลบุรี,20220
585,บริษัท คาตะ อาคีเทคส์ จำกัด,023795919 20,23795919,-,-,,159/434 หมู่ที่ 5 ซอยคู้บอน 27 ถนนคู้บอน แขวงท่าแร้ง เขตบางเขน  จ.กรุงเทพมหานคร    10220 ,กรุงเทพมหานคร,10220
586,บริษัท บิซเกท จำกัด,28792936,28792934,-,-,,16 ซอยจรัญสนิทวงศ์ 87/1 ถนนจรัญสนิทวงศ์ แขวงบางอ้อ  เขตบางพลัด  จ.กรุงเทพมหานคร    10700 ,กรุงเทพมหานคร,10700
587,บริษัท วีเอส โคทติ้งส์ จำกัด,02 - 880 7929,02 880 8668,-,-,,16 ซอยบรมราชชนนี 39 ถนนบรมราชชนนี แขวงตลิ่งชัน เขตตลิ่งชัน   จ.กรุงเทพมหานคร    10170 ,กรุงเทพมหานคร,10170
588,บริษัท แคช เทคโนโลยี จำกัด,28800338,28801975,-,-,,16/1 หมู่ที่ 11 ถนนเลียบคลองชลประทาน ตำบลคลองข่อย อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
589,บริษัท อ้อมใหญ่ แมททีเรียล จำกัด,02-420-5830,02-811-6386,-,-,,16/90 หมู่ที่ 2 ถนนเพชรเกษม   อ.สามพราน  จ.นครปฐม    73160 ,นครปฐม,73160
590,บจก. จเรรัตน์ค้าวัสดุ,038-237-633-5,038-237-621,-,-,,160/1 หมู่ที่ 9 ถนนสุขุมวิท ตำบลนาจอมเทียน อ.สัตหีบ  จ.ชลบุรี    20250 ,ชลบุรี,20250
591,ตั้งรุ่งเรือง,056-545-090,-,-,-,,160/2 หมู่ที่ 2 ตำบลหนองขาหย่าง  อ.หนองขาหย่าง  จ.อุทัยธานี    61130 ,อุทัยธานี,61130
592,บริษัท ทรัพย์มงคลพัฒนา จำกัด,0-25854587,0-25871246,-,-,,1604/20 ซอยกรุงเทพ-นนทบุรี 38 ถนนกรุงเทพ-นนทบุรี แขวงบางซื่อ เขตบางซื่อ  จ.กรุงเทพมหานคร    10800 ,กรุงเทพมหานคร,10800
593,บมจ. สยามโกลบอลเฮ้าส์ สาขาลำพูน,-,-,-,-,,161 หมู่ที่ 5 ตำบลเวียงยอง  อ.เมืองลำพูน  จ.ลำพูน    51000 ,ลำพูน,51000
594,มังกรวัสดุภัณฑ์,055-291163,-,-,-,,161/10 หมู่ที่ 1 ตำบลวัดโบสถ์  อ.วัดโบสถ์  จ.พิษณุโลก    65160 ,พิษณุโลก,65160
595,บริษัท จีแอลแพค จำกัด,02-9989119-26,02-9989128,-,-,,1614-1615 หมู่ที่ 8 ถนนพหลโยธิน กม.29 ตำบลคูคต  อ.ลำลูกกา  จ.ปทุมธานี    12130 ,ปทุมธานี,12130
596,หจก. นาตาลี บอเดอร์เพ้นท์,074-523-913,074-523-913,-,-,,164 หมู่ที่ 7 ตำบลสำนักขาม  อ.สะเดา  จ.สงขลา    90320 ,สงขลา,90320
597,บมจ. โฮมโปรดักส์ เซ็นเตอร์ -สาขาชัยภูมิ,-,-,-,-,,164 หมู่ที่ 7 ตำบลหนองนาแซง  อ.เมืองชัยภูมิ  จ.ชัยภูมิ    36000 ,ชัยภูมิ,36000
598,บริษัท วศิน พร็อพเพอร์ตี้ จำกัด,0-25462227,0-26462288,-,-,,164/242 หมู่ที่ 4 แขวงทุ่งครุ  เขตทุ่งครุ  จ.กรุงเทพมหานคร    10140 ,กรุงเทพมหานคร,10140
599,บริษัท เควี คอนเซ็พท์ กรุ๊ป จำกัด,0-28887525,0-28887524,-,-,,165 ซอยบรมราชชนนี 76 ถนนบรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา  จ.กรุงเทพมหานคร    10170 ,กรุงเทพมหานคร,10170
600,บริษัท เพชรายุทธ คอนสตรัคชั่น จำกัด,081-8084883,02-016-3197,-,-,,166 ซอยร่มเกล้า 54 แขวงคลองสามประเวศ  เขตลาดกระบัง  จ.กรุงเทพมหานคร    10520 ,กรุงเทพมหานคร,10520
601,ร้าน พัทลุงค้าไม้,-,-,-,-,,168 หมู่ที่ 2 ตำบลเขาเจียก  อ.เมืองพัทลุง  จ.พัทลุง    93000 ,พัทลุง,93000
602,บริษัท ไทย โรตารี่ เอ็นจิเนียริ่ง จำกัด (มหาชน),38923500,38695573,-,-,,168 หมู่ที่ 5 ตำบลสำนักท้อน  อ.บ้านฉาง  จ.ระยอง    21130 ,ระยอง,21130
603,บริษัท วอเตอร์ ด๊อกเตอร์  จำกัด,02-5592920-2,02-559-2923,-,-,,1687 ซอยลาดพร้าว 94 ถนนลาดพร้าว แขวงพลับพลา  เขตวังทองหลาง  จ.กรุงเทพมหานคร    10310 ,กรุงเทพมหานคร,10310
604,บริษัท อ๊ารท์-เสรีนา ปิสตัน จำกัด,02-326-0384-5,27394061,-,-,,169 ซอยฉลองกรุง 31 แขวงลำปลาทิว   เขตลาดกระบัง  จ.กรุงเทพมหานคร    10520 ,กรุงเทพมหานคร,10520
605,หจก. ซำฮะหลี,-,-,-,-,,17 ถนนสุขุมวิท ตำบลทางเกวียน  อ.แกลง  จ.ระยอง    21110 ,ระยอง,21110
606,นครพงศ์วัสดุ,035-431-704,035-431-703,-,-,,17/1  หมู่ที่ 3 ตำบลสนามคลี  อ.เมืองสุพรรณบุรี  จ.สุพรรณบุรี    72230 ,สุพรรณบุรี,72230
607,บริษัท คอนแทรคเตอร์ ช๊อป จำกัด,27576889,025756889 / 298-299,-,-,,17/67 หมู่ที่ 10 ถนนปู่เจ้าสมิงพราย ตำบลสำโรงใต้ อ.พระประแดง  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
608,ร้าน กิมเซ่งเชียง,(042) 511523,-,-,-,,"170,172,174 ถนนศรีเทพ ตำบลในเมือง   อ.เมืองนครพนม  จ.นครพนม    48000 ",นครพนม,48000
609,จึงเจริญ,042-431222,043-431500,-,-,,171 หมู่ที่ 6 ตำบลท่าบ่อ  อ.ท่าบ่อ  จ.หนองคาย    43110 ,หนองคาย,43110
610,บมจ. โฮมโปรดักส์ เซ็นเตอร์ -สาขาแพร่,054-532222,054-531964,-,-,,171 หมู่ที่ 7 ตำบลป่าแมต  อ.เมืองแพร่  จ.แพร่    54000 ,แพร่,54000
